type,audio_path,midi_path
labeled,/work/kawano/kawano/my_mt3/dataset/MAPS/AkPnBcht/MUS/MAPS_MUS-chpn_op25_e2_AkPnBcht.wav,/work/kawano/kawano/my_mt3/dataset/MAPS/AkPnBcht/MUS/MAPS_MUS-chpn_op25_e2_AkPnBcht.mid
labeled,/work/kawano/kawano/my_mt3/dataset/MAPS/AkPnBcht/MUS/MAPS_MUS-gra_esp_4_AkPnBcht.wav,/work/kawano/kawano/my_mt3/dataset/MAPS/AkPnBcht/MUS/MAPS_MUS-gra_esp_4_AkPnBcht.mid
labeled,/work/kawano/kawano/my_mt3/dataset/MAPS/AkPnBcht/MUS/MAPS_MUS-grieg_waechter_AkPnBcht.wav,/work/kawano/kawano/my_mt3/dataset/MAPS/AkPnBcht/MUS/MAPS_MUS-grieg_waechter_AkPnBcht.mid
labeled,/work/kawano/kawano/my_mt3/dataset/MAPS/AkPnBcht/MUS/MAPS_MUS-grieg_walzer_AkPnBcht.wav,/work/kawano/kawano/my_mt3/dataset/MAPS/AkPnBcht/MUS/MAPS_MUS-grieg_walzer_AkPnBcht.mid
labeled,/work/kawano/kawano/my_mt3/dataset/MAPS/AkPnBcht/MUS/MAPS_MUS-grieg_zwerge_AkPnBcht.wav,/work/kawano/kawano/my_mt3/dataset/MAPS/AkPnBcht/MUS/MAPS_MUS-grieg_zwerge_AkPnBcht.mid
labeled,/work/kawano/kawano/my_mt3/dataset/MAPS/AkPnBcht/MUS/MAPS_MUS-hay_40_1_AkPnBcht.wav,/work/kawano/kawano/my_mt3/dataset/MAPS/AkPnBcht/MUS/MAPS_MUS-hay_40_1_AkPnBcht.mid
labeled,/work/kawano/kawano/my_mt3/dataset/MAPS/AkPnBcht/MUS/MAPS_MUS-muss_5_AkPnBcht.wav,/work/kawano/kawano/my_mt3/dataset/MAPS/AkPnBcht/MUS/MAPS_MUS-muss_5_AkPnBcht.mid
labeled,/work/kawano/kawano/my_mt3/dataset/MAPS/AkPnBcht/MUS/MAPS_MUS-schub_d760_1_AkPnBcht.wav,/work/kawano/kawano/my_mt3/dataset/MAPS/AkPnBcht/MUS/MAPS_MUS-schub_d760_1_AkPnBcht.mid
labeled,/work/kawano/kawano/my_mt3/dataset/MAPS/AkPnBcht/MUS/MAPS_MUS-schumm-6_AkPnBcht.wav,/work/kawano/kawano/my_mt3/dataset/MAPS/AkPnBcht/MUS/MAPS_MUS-schumm-6_AkPnBcht.mid
labeled,/work/kawano/kawano/my_mt3/dataset/MAPS/AkPnBcht/MUS/MAPS_MUS-scn15_3_AkPnBcht.wav,/work/kawano/kawano/my_mt3/dataset/MAPS/AkPnBcht/MUS/MAPS_MUS-scn15_3_AkPnBcht.mid
labeled,/work/kawano/kawano/my_mt3/dataset/MAPS/AkPnBcht/MUS/MAPS_MUS-scn15_7_AkPnBcht.wav,/work/kawano/kawano/my_mt3/dataset/MAPS/AkPnBcht/MUS/MAPS_MUS-scn15_7_AkPnBcht.mid
labeled,/work/kawano/kawano/my_mt3/dataset/MAPS/AkPnBcht/MUS/MAPS_MUS-scn16_2_AkPnBcht.wav,/work/kawano/kawano/my_mt3/dataset/MAPS/AkPnBcht/MUS/MAPS_MUS-scn16_2_AkPnBcht.mid
labeled,/work/kawano/kawano/my_mt3/dataset/MAPS/AkPnBcht/MUS/MAPS_MUS-ty_juli_AkPnBcht.wav,/work/kawano/kawano/my_mt3/dataset/MAPS/AkPnBcht/MUS/MAPS_MUS-ty_juli_AkPnBcht.mid
labeled,/work/kawano/kawano/my_mt3/dataset/MAPS/AkPnBsdf/MUS/MAPS_MUS-alb_se3_AkPnBsdf.wav,/work/kawano/kawano/my_mt3/dataset/MAPS/AkPnBsdf/MUS/MAPS_MUS-alb_se3_AkPnBsdf.mid
labeled,/work/kawano/kawano/my_mt3/dataset/MAPS/AkPnBsdf/MUS/MAPS_MUS-alb_se4_AkPnBsdf.wav,/work/kawano/kawano/my_mt3/dataset/MAPS/AkPnBsdf/MUS/MAPS_MUS-alb_se4_AkPnBsdf.mid
labeled,/work/kawano/kawano/my_mt3/dataset/MAPS/AkPnBsdf/MUS/MAPS_MUS-alb_se7_AkPnBsdf.wav,/work/kawano/kawano/my_mt3/dataset/MAPS/AkPnBsdf/MUS/MAPS_MUS-alb_se7_AkPnBsdf.mid
labeled,/work/kawano/kawano/my_mt3/dataset/MAPS/AkPnBsdf/MUS/MAPS_MUS-appass_1_AkPnBsdf.wav,/work/kawano/kawano/my_mt3/dataset/MAPS/AkPnBsdf/MUS/MAPS_MUS-appass_1_AkPnBsdf.mid
labeled,/work/kawano/kawano/my_mt3/dataset/MAPS/AkPnBsdf/MUS/MAPS_MUS-bach_850_AkPnBsdf.wav,/work/kawano/kawano/my_mt3/dataset/MAPS/AkPnBsdf/MUS/MAPS_MUS-bach_850_AkPnBsdf.mid
labeled,/work/kawano/kawano/my_mt3/dataset/MAPS/AkPnBsdf/MUS/MAPS_MUS-br_im5_AkPnBsdf.wav,/work/kawano/kawano/my_mt3/dataset/MAPS/AkPnBsdf/MUS/MAPS_MUS-br_im5_AkPnBsdf.mid
labeled,/work/kawano/kawano/my_mt3/dataset/MAPS/AkPnBsdf/MUS/MAPS_MUS-chpn-p1_AkPnBsdf.wav,/work/kawano/kawano/my_mt3/dataset/MAPS/AkPnBsdf/MUS/MAPS_MUS-chpn-p1_AkPnBsdf.mid
labeled,/work/kawano/kawano/my_mt3/dataset/MAPS/AkPnBsdf/MUS/MAPS_MUS-chpn-p21_AkPnBsdf.wav,/work/kawano/kawano/my_mt3/dataset/MAPS/AkPnBsdf/MUS/MAPS_MUS-chpn-p21_AkPnBsdf.mid
labeled,/work/kawano/kawano/my_mt3/dataset/MAPS/AkPnBsdf/MUS/MAPS_MUS-chpn-p9_AkPnBsdf.wav,/work/kawano/kawano/my_mt3/dataset/MAPS/AkPnBsdf/MUS/MAPS_MUS-chpn-p9_AkPnBsdf.mid
labeled,/work/kawano/kawano/my_mt3/dataset/MAPS/AkPnBsdf/MUS/MAPS_MUS-grieg_elfentanz_AkPnBsdf.wav,/work/kawano/kawano/my_mt3/dataset/MAPS/AkPnBsdf/MUS/MAPS_MUS-grieg_elfentanz_AkPnBsdf.mid
labeled,/work/kawano/kawano/my_mt3/dataset/MAPS/AkPnBsdf/MUS/MAPS_MUS-grieg_halling_AkPnBsdf.wav,/work/kawano/kawano/my_mt3/dataset/MAPS/AkPnBsdf/MUS/MAPS_MUS-grieg_halling_AkPnBsdf.mid
labeled,/work/kawano/kawano/my_mt3/dataset/MAPS/AkPnBsdf/MUS/MAPS_MUS-grieg_wanderer_AkPnBsdf.wav,/work/kawano/kawano/my_mt3/dataset/MAPS/AkPnBsdf/MUS/MAPS_MUS-grieg_wanderer_AkPnBsdf.mid
labeled,/work/kawano/kawano/my_mt3/dataset/MAPS/AkPnBsdf/MUS/MAPS_MUS-liz_rhap10_AkPnBsdf.wav,/work/kawano/kawano/my_mt3/dataset/MAPS/AkPnBsdf/MUS/MAPS_MUS-liz_rhap10_AkPnBsdf.mid
labeled,/work/kawano/kawano/my_mt3/dataset/MAPS/AkPnBsdf/MUS/MAPS_MUS-mond_1_AkPnBsdf.wav,/work/kawano/kawano/my_mt3/dataset/MAPS/AkPnBsdf/MUS/MAPS_MUS-mond_1_AkPnBsdf.mid
labeled,/work/kawano/kawano/my_mt3/dataset/MAPS/AkPnBsdf/MUS/MAPS_MUS-mos_op36_6_AkPnBsdf.wav,/work/kawano/kawano/my_mt3/dataset/MAPS/AkPnBsdf/MUS/MAPS_MUS-mos_op36_6_AkPnBsdf.mid
labeled,/work/kawano/kawano/my_mt3/dataset/MAPS/AkPnBsdf/MUS/MAPS_MUS-muss_4_AkPnBsdf.wav,/work/kawano/kawano/my_mt3/dataset/MAPS/AkPnBsdf/MUS/MAPS_MUS-muss_4_AkPnBsdf.mid
labeled,/work/kawano/kawano/my_mt3/dataset/MAPS/AkPnBsdf/MUS/MAPS_MUS-mz_332_1_AkPnBsdf.wav,/work/kawano/kawano/my_mt3/dataset/MAPS/AkPnBsdf/MUS/MAPS_MUS-mz_332_1_AkPnBsdf.mid
labeled,/work/kawano/kawano/my_mt3/dataset/MAPS/AkPnBsdf/MUS/MAPS_MUS-ty_dezember_AkPnBsdf.wav,/work/kawano/kawano/my_mt3/dataset/MAPS/AkPnBsdf/MUS/MAPS_MUS-ty_dezember_AkPnBsdf.mid
labeled,/work/kawano/kawano/my_mt3/dataset/MAPS/AkPnBsdf/MUS/MAPS_MUS-ty_juli_AkPnBsdf.wav,/work/kawano/kawano/my_mt3/dataset/MAPS/AkPnBsdf/MUS/MAPS_MUS-ty_juli_AkPnBsdf.mid
labeled,/work/kawano/kawano/my_mt3/dataset/MAPS/AkPnBsdf/MUS/MAPS_MUS-ty_juni_AkPnBsdf.wav,/work/kawano/kawano/my_mt3/dataset/MAPS/AkPnBsdf/MUS/MAPS_MUS-ty_juni_AkPnBsdf.mid
labeled,/work/kawano/kawano/my_mt3/dataset/MAPS/AkPnCGdD/MUS/MAPS_MUS-alb_esp2_AkPnCGdD.wav,/work/kawano/kawano/my_mt3/dataset/MAPS/AkPnCGdD/MUS/MAPS_MUS-alb_esp2_AkPnCGdD.mid
labeled,/work/kawano/kawano/my_mt3/dataset/MAPS/AkPnCGdD/MUS/MAPS_MUS-alb_esp3_AkPnCGdD.wav,/work/kawano/kawano/my_mt3/dataset/MAPS/AkPnCGdD/MUS/MAPS_MUS-alb_esp3_AkPnCGdD.mid
labeled,/work/kawano/kawano/my_mt3/dataset/MAPS/AkPnCGdD/MUS/MAPS_MUS-bor_ps1_AkPnCGdD.wav,/work/kawano/kawano/my_mt3/dataset/MAPS/AkPnCGdD/MUS/MAPS_MUS-bor_ps1_AkPnCGdD.mid
labeled,/work/kawano/kawano/my_mt3/dataset/MAPS/AkPnCGdD/MUS/MAPS_MUS-br_im2_AkPnCGdD.wav,/work/kawano/kawano/my_mt3/dataset/MAPS/AkPnCGdD/MUS/MAPS_MUS-br_im2_AkPnCGdD.mid
labeled,/work/kawano/kawano/my_mt3/dataset/MAPS/AkPnCGdD/MUS/MAPS_MUS-br_im5_AkPnCGdD.wav,/work/kawano/kawano/my_mt3/dataset/MAPS/AkPnCGdD/MUS/MAPS_MUS-br_im5_AkPnCGdD.mid
labeled,/work/kawano/kawano/my_mt3/dataset/MAPS/AkPnCGdD/MUS/MAPS_MUS-chp_op18_AkPnCGdD.wav,/work/kawano/kawano/my_mt3/dataset/MAPS/AkPnCGdD/MUS/MAPS_MUS-chp_op18_AkPnCGdD.mid
labeled,/work/kawano/kawano/my_mt3/dataset/MAPS/AkPnCGdD/MUS/MAPS_MUS-chpn-p11-format0_AkPnCGdD.wav,/work/kawano/kawano/my_mt3/dataset/MAPS/AkPnCGdD/MUS/MAPS_MUS-chpn-p11-format0_AkPnCGdD.mid
labeled,/work/kawano/kawano/my_mt3/dataset/MAPS/AkPnCGdD/MUS/MAPS_MUS-chpn-p11_AkPnCGdD.wav,/work/kawano/kawano/my_mt3/dataset/MAPS/AkPnCGdD/MUS/MAPS_MUS-chpn-p11_AkPnCGdD.mid
labeled,/work/kawano/kawano/my_mt3/dataset/MAPS/AkPnCGdD/MUS/MAPS_MUS-chpn-p13_AkPnCGdD.wav,/work/kawano/kawano/my_mt3/dataset/MAPS/AkPnCGdD/MUS/MAPS_MUS-chpn-p13_AkPnCGdD.mid
labeled,/work/kawano/kawano/my_mt3/dataset/MAPS/AkPnCGdD/MUS/MAPS_MUS-chpn-p20_AkPnCGdD.wav,/work/kawano/kawano/my_mt3/dataset/MAPS/AkPnCGdD/MUS/MAPS_MUS-chpn-p20_AkPnCGdD.mid
labeled,/work/kawano/kawano/my_mt3/dataset/MAPS/AkPnCGdD/MUS/MAPS_MUS-chpn-p7_AkPnCGdD.wav,/work/kawano/kawano/my_mt3/dataset/MAPS/AkPnCGdD/MUS/MAPS_MUS-chpn-p7_AkPnCGdD.mid
labeled,/work/kawano/kawano/my_mt3/dataset/MAPS/AkPnCGdD/MUS/MAPS_MUS-chpn_op10_e01_AkPnCGdD.wav,/work/kawano/kawano/my_mt3/dataset/MAPS/AkPnCGdD/MUS/MAPS_MUS-chpn_op10_e01_AkPnCGdD.mid
labeled,/work/kawano/kawano/my_mt3/dataset/MAPS/AkPnCGdD/MUS/MAPS_MUS-chpn_op10_e12_AkPnCGdD.wav,/work/kawano/kawano/my_mt3/dataset/MAPS/AkPnCGdD/MUS/MAPS_MUS-chpn_op10_e12_AkPnCGdD.mid
labeled,/work/kawano/kawano/my_mt3/dataset/MAPS/AkPnCGdD/MUS/MAPS_MUS-chpn_op27_1_AkPnCGdD.wav,/work/kawano/kawano/my_mt3/dataset/MAPS/AkPnCGdD/MUS/MAPS_MUS-chpn_op27_1_AkPnCGdD.mid
labeled,/work/kawano/kawano/my_mt3/dataset/MAPS/AkPnCGdD/MUS/MAPS_MUS-liz_et5_AkPnCGdD.wav,/work/kawano/kawano/my_mt3/dataset/MAPS/AkPnCGdD/MUS/MAPS_MUS-liz_et5_AkPnCGdD.mid
labeled,/work/kawano/kawano/my_mt3/dataset/MAPS/AkPnCGdD/MUS/MAPS_MUS-mendel_op53_5_AkPnCGdD.wav,/work/kawano/kawano/my_mt3/dataset/MAPS/AkPnCGdD/MUS/MAPS_MUS-mendel_op53_5_AkPnCGdD.mid
labeled,/work/kawano/kawano/my_mt3/dataset/MAPS/AkPnCGdD/MUS/MAPS_MUS-muss_2_AkPnCGdD.wav,/work/kawano/kawano/my_mt3/dataset/MAPS/AkPnCGdD/MUS/MAPS_MUS-muss_2_AkPnCGdD.mid
labeled,/work/kawano/kawano/my_mt3/dataset/MAPS/AkPnCGdD/MUS/MAPS_MUS-schu_143_2_AkPnCGdD.wav,/work/kawano/kawano/my_mt3/dataset/MAPS/AkPnCGdD/MUS/MAPS_MUS-schu_143_2_AkPnCGdD.mid
labeled,/work/kawano/kawano/my_mt3/dataset/MAPS/AkPnCGdD/MUS/MAPS_MUS-schub_d960_3_AkPnCGdD.wav,/work/kawano/kawano/my_mt3/dataset/MAPS/AkPnCGdD/MUS/MAPS_MUS-schub_d960_3_AkPnCGdD.mid
labeled,/work/kawano/kawano/my_mt3/dataset/MAPS/AkPnCGdD/MUS/MAPS_MUS-ty_februar_AkPnCGdD.wav,/work/kawano/kawano/my_mt3/dataset/MAPS/AkPnCGdD/MUS/MAPS_MUS-ty_februar_AkPnCGdD.mid
labeled,/work/kawano/kawano/my_mt3/dataset/MAPS/AkPnCGdD/MUS/MAPS_MUS-waldstein_2_AkPnCGdD.wav,/work/kawano/kawano/my_mt3/dataset/MAPS/AkPnCGdD/MUS/MAPS_MUS-waldstein_2_AkPnCGdD.mid
labeled,/work/kawano/kawano/my_mt3/dataset/MAPS/AkPnStgb/MUS/MAPS_MUS-alb_esp2_AkPnStgb.wav,/work/kawano/kawano/my_mt3/dataset/MAPS/AkPnStgb/MUS/MAPS_MUS-alb_esp2_AkPnStgb.mid
labeled,/work/kawano/kawano/my_mt3/dataset/MAPS/AkPnStgb/MUS/MAPS_MUS-alb_esp4_AkPnStgb.wav,/work/kawano/kawano/my_mt3/dataset/MAPS/AkPnStgb/MUS/MAPS_MUS-alb_esp4_AkPnStgb.mid
labeled,/work/kawano/kawano/my_mt3/dataset/MAPS/AkPnStgb/MUS/MAPS_MUS-alb_se6_AkPnStgb.wav,/work/kawano/kawano/my_mt3/dataset/MAPS/AkPnStgb/MUS/MAPS_MUS-alb_se6_AkPnStgb.mid
labeled,/work/kawano/kawano/my_mt3/dataset/MAPS/AkPnStgb/MUS/MAPS_MUS-appass_3_AkPnStgb.wav,/work/kawano/kawano/my_mt3/dataset/MAPS/AkPnStgb/MUS/MAPS_MUS-appass_3_AkPnStgb.mid
labeled,/work/kawano/kawano/my_mt3/dataset/MAPS/AkPnStgb/MUS/MAPS_MUS-bach_847_AkPnStgb.wav,/work/kawano/kawano/my_mt3/dataset/MAPS/AkPnStgb/MUS/MAPS_MUS-bach_847_AkPnStgb.mid
labeled,/work/kawano/kawano/my_mt3/dataset/MAPS/AkPnStgb/MUS/MAPS_MUS-bk_xmas2_AkPnStgb.wav,/work/kawano/kawano/my_mt3/dataset/MAPS/AkPnStgb/MUS/MAPS_MUS-bk_xmas2_AkPnStgb.mid
labeled,/work/kawano/kawano/my_mt3/dataset/MAPS/AkPnStgb/MUS/MAPS_MUS-bk_xmas3_AkPnStgb.wav,/work/kawano/kawano/my_mt3/dataset/MAPS/AkPnStgb/MUS/MAPS_MUS-bk_xmas3_AkPnStgb.mid
labeled,/work/kawano/kawano/my_mt3/dataset/MAPS/AkPnStgb/MUS/MAPS_MUS-bor_ps5_AkPnStgb.wav,/work/kawano/kawano/my_mt3/dataset/MAPS/AkPnStgb/MUS/MAPS_MUS-bor_ps5_AkPnStgb.mid
labeled,/work/kawano/kawano/my_mt3/dataset/MAPS/AkPnStgb/MUS/MAPS_MUS-br_im6_AkPnStgb.wav,/work/kawano/kawano/my_mt3/dataset/MAPS/AkPnStgb/MUS/MAPS_MUS-br_im6_AkPnStgb.mid
labeled,/work/kawano/kawano/my_mt3/dataset/MAPS/AkPnStgb/MUS/MAPS_MUS-chp_op31_AkPnStgb.wav,/work/kawano/kawano/my_mt3/dataset/MAPS/AkPnStgb/MUS/MAPS_MUS-chp_op31_AkPnStgb.mid
labeled,/work/kawano/kawano/my_mt3/dataset/MAPS/AkPnStgb/MUS/MAPS_MUS-chpn-p10_AkPnStgb.wav,/work/kawano/kawano/my_mt3/dataset/MAPS/AkPnStgb/MUS/MAPS_MUS-chpn-p10_AkPnStgb.mid
labeled,/work/kawano/kawano/my_mt3/dataset/MAPS/AkPnStgb/MUS/MAPS_MUS-chpn-p16_AkPnStgb.wav,/work/kawano/kawano/my_mt3/dataset/MAPS/AkPnStgb/MUS/MAPS_MUS-chpn-p16_AkPnStgb.mid
labeled,/work/kawano/kawano/my_mt3/dataset/MAPS/AkPnStgb/MUS/MAPS_MUS-chpn_op27_2_AkPnStgb.wav,/work/kawano/kawano/my_mt3/dataset/MAPS/AkPnStgb/MUS/MAPS_MUS-chpn_op27_2_AkPnStgb.mid
labeled,/work/kawano/kawano/my_mt3/dataset/MAPS/AkPnStgb/MUS/MAPS_MUS-chpn_op35_3_AkPnStgb.wav,/work/kawano/kawano/my_mt3/dataset/MAPS/AkPnStgb/MUS/MAPS_MUS-chpn_op35_3_AkPnStgb.mid
labeled,/work/kawano/kawano/my_mt3/dataset/MAPS/AkPnStgb/MUS/MAPS_MUS-gra_esp_2_AkPnStgb.wav,/work/kawano/kawano/my_mt3/dataset/MAPS/AkPnStgb/MUS/MAPS_MUS-gra_esp_2_AkPnStgb.mid
labeled,/work/kawano/kawano/my_mt3/dataset/MAPS/AkPnStgb/MUS/MAPS_MUS-liz_et2_AkPnStgb.wav,/work/kawano/kawano/my_mt3/dataset/MAPS/AkPnStgb/MUS/MAPS_MUS-liz_et2_AkPnStgb.mid
labeled,/work/kawano/kawano/my_mt3/dataset/MAPS/AkPnStgb/MUS/MAPS_MUS-liz_et3_AkPnStgb.wav,/work/kawano/kawano/my_mt3/dataset/MAPS/AkPnStgb/MUS/MAPS_MUS-liz_et3_AkPnStgb.mid
labeled,/work/kawano/kawano/my_mt3/dataset/MAPS/AkPnStgb/MUS/MAPS_MUS-mond_3_AkPnStgb.wav,/work/kawano/kawano/my_mt3/dataset/MAPS/AkPnStgb/MUS/MAPS_MUS-mond_3_AkPnStgb.mid
labeled,/work/kawano/kawano/my_mt3/dataset/MAPS/AkPnStgb/MUS/MAPS_MUS-mz_333_1_AkPnStgb.wav,/work/kawano/kawano/my_mt3/dataset/MAPS/AkPnStgb/MUS/MAPS_MUS-mz_333_1_AkPnStgb.mid
labeled,/work/kawano/kawano/my_mt3/dataset/MAPS/AkPnStgb/MUS/MAPS_MUS-schub_d960_3_AkPnStgb.wav,/work/kawano/kawano/my_mt3/dataset/MAPS/AkPnStgb/MUS/MAPS_MUS-schub_d960_3_AkPnStgb.mid
labeled,/work/kawano/kawano/my_mt3/dataset/MAPS/AkPnStgb/MUS/MAPS_MUS-schuim-3_AkPnStgb.wav,/work/kawano/kawano/my_mt3/dataset/MAPS/AkPnStgb/MUS/MAPS_MUS-schuim-3_AkPnStgb.mid
labeled,/work/kawano/kawano/my_mt3/dataset/MAPS/AkPnStgb/MUS/MAPS_MUS-schumm-3_AkPnStgb.wav,/work/kawano/kawano/my_mt3/dataset/MAPS/AkPnStgb/MUS/MAPS_MUS-schumm-3_AkPnStgb.mid
labeled,/work/kawano/kawano/my_mt3/dataset/MAPS/AkPnStgb/MUS/MAPS_MUS-scn15_13_AkPnStgb.wav,/work/kawano/kawano/my_mt3/dataset/MAPS/AkPnStgb/MUS/MAPS_MUS-scn15_13_AkPnStgb.mid
labeled,/work/kawano/kawano/my_mt3/dataset/MAPS/AkPnStgb/MUS/MAPS_MUS-ty_januar_AkPnStgb.wav,/work/kawano/kawano/my_mt3/dataset/MAPS/AkPnStgb/MUS/MAPS_MUS-ty_januar_AkPnStgb.mid
labeled,/work/kawano/kawano/my_mt3/dataset/MAPS/AkPnStgb/MUS/MAPS_MUS-ty_september_AkPnStgb.wav,/work/kawano/kawano/my_mt3/dataset/MAPS/AkPnStgb/MUS/MAPS_MUS-ty_september_AkPnStgb.mid
labeled,/work/kawano/kawano/my_mt3/dataset/MAPS/SptkBGAm/MUS/MAPS_MUS-alb_esp2_SptkBGAm.wav,/work/kawano/kawano/my_mt3/dataset/MAPS/SptkBGAm/MUS/MAPS_MUS-alb_esp2_SptkBGAm.mid
labeled,/work/kawano/kawano/my_mt3/dataset/MAPS/SptkBGAm/MUS/MAPS_MUS-alb_se8_SptkBGAm.wav,/work/kawano/kawano/my_mt3/dataset/MAPS/SptkBGAm/MUS/MAPS_MUS-alb_se8_SptkBGAm.mid
labeled,/work/kawano/kawano/my_mt3/dataset/MAPS/SptkBGAm/MUS/MAPS_MUS-bach_846_SptkBGAm.wav,/work/kawano/kawano/my_mt3/dataset/MAPS/SptkBGAm/MUS/MAPS_MUS-bach_846_SptkBGAm.mid
labeled,/work/kawano/kawano/my_mt3/dataset/MAPS/SptkBGAm/MUS/MAPS_MUS-bor_ps2_SptkBGAm.wav,/work/kawano/kawano/my_mt3/dataset/MAPS/SptkBGAm/MUS/MAPS_MUS-bor_ps2_SptkBGAm.mid
labeled,/work/kawano/kawano/my_mt3/dataset/MAPS/SptkBGAm/MUS/MAPS_MUS-br_im2_SptkBGAm.wav,/work/kawano/kawano/my_mt3/dataset/MAPS/SptkBGAm/MUS/MAPS_MUS-br_im2_SptkBGAm.mid
labeled,/work/kawano/kawano/my_mt3/dataset/MAPS/SptkBGAm/MUS/MAPS_MUS-burg_quelle_SptkBGAm.wav,/work/kawano/kawano/my_mt3/dataset/MAPS/SptkBGAm/MUS/MAPS_MUS-burg_quelle_SptkBGAm.mid
labeled,/work/kawano/kawano/my_mt3/dataset/MAPS/SptkBGAm/MUS/MAPS_MUS-chpn-p6_SptkBGAm.wav,/work/kawano/kawano/my_mt3/dataset/MAPS/SptkBGAm/MUS/MAPS_MUS-chpn-p6_SptkBGAm.mid
labeled,/work/kawano/kawano/my_mt3/dataset/MAPS/SptkBGAm/MUS/MAPS_MUS-chpn_op10_e05_SptkBGAm.wav,/work/kawano/kawano/my_mt3/dataset/MAPS/SptkBGAm/MUS/MAPS_MUS-chpn_op10_e05_SptkBGAm.mid
labeled,/work/kawano/kawano/my_mt3/dataset/MAPS/SptkBGAm/MUS/MAPS_MUS-chpn_op33_4_SptkBGAm.wav,/work/kawano/kawano/my_mt3/dataset/MAPS/SptkBGAm/MUS/MAPS_MUS-chpn_op33_4_SptkBGAm.mid
labeled,/work/kawano/kawano/my_mt3/dataset/MAPS/SptkBGAm/MUS/MAPS_MUS-chpn_op7_2_SptkBGAm.wav,/work/kawano/kawano/my_mt3/dataset/MAPS/SptkBGAm/MUS/MAPS_MUS-chpn_op7_2_SptkBGAm.mid
labeled,/work/kawano/kawano/my_mt3/dataset/MAPS/SptkBGAm/MUS/MAPS_MUS-deb_pass_SptkBGAm.wav,/work/kawano/kawano/my_mt3/dataset/MAPS/SptkBGAm/MUS/MAPS_MUS-deb_pass_SptkBGAm.mid
labeled,/work/kawano/kawano/my_mt3/dataset/MAPS/SptkBGAm/MUS/MAPS_MUS-gra_esp_3_SptkBGAm.wav,/work/kawano/kawano/my_mt3/dataset/MAPS/SptkBGAm/MUS/MAPS_MUS-gra_esp_3_SptkBGAm.mid
labeled,/work/kawano/kawano/my_mt3/dataset/MAPS/SptkBGAm/MUS/MAPS_MUS-grieg_elfentanz_SptkBGAm.wav,/work/kawano/kawano/my_mt3/dataset/MAPS/SptkBGAm/MUS/MAPS_MUS-grieg_elfentanz_SptkBGAm.mid
labeled,/work/kawano/kawano/my_mt3/dataset/MAPS/SptkBGAm/MUS/MAPS_MUS-grieg_wanderer_SptkBGAm.wav,/work/kawano/kawano/my_mt3/dataset/MAPS/SptkBGAm/MUS/MAPS_MUS-grieg_wanderer_SptkBGAm.mid
